customer,email,age,gender,merchant,category,amount,fraud,timestamp
C5350380416,jthomas@example.com,1,M,M1353266412,food,578.3905740408687,1,2023-08-01 11:00:00
C5311650892,qrangel@example.org,6,M,M1913465890,hyper,577.1258005665695,1,2023-08-01 11:10:42
C9247456067,qrangel@example.org,6,M,M2011752106,barsandrestaurants,578.6559075444447,1,2023-08-01 11:06:25
C8273960929,jeffrey15@example.org,2,F,M1913465890,barsandrestaurants,506.4754947589735,1,2023-08-01 11:02:08
C5790311134,jeffrey15@example.org,2,F,M857378720,fashion,534.0428246323461,1,2023-08-01 11:00:00
C2611748457,ashleyallen@example.org,2,M,M3697346,barsandrestaurants,537.6809216152271,1,2023-08-01 11:11:47
C0919925347,vdavis@example.net,1,F,M78078399,barsandrestaurants,262.0930479524304,1,2023-08-01 11:04:17
C6365403623,randy94@example.org,3,F,M677738360,contents,6937.933549084617,1,2023-08-01 11:13:55
C1106225461,kennedykaren@example.org,3,M,M840466850,food,682.7791382460109,1,2023-08-01 11:03:12
C0903882405,jthomas@example.com,1,M,M1872033263,contents,6788.012831874138,1,2023-08-01 11:01:04
C5794580213,barnesmaxwell@example.net,4,F,M348934600,transportation,464.0576488453197,1,2023-08-01 11:07:30
C8847717711,ashleyallen@example.org,2,F,M480139044,travel,427.62741012609615,1,2023-08-01 11:05:21
C2830524387,ashleyallen@example.org,2,M,M495352832,otherservices,408.7967888886532,1,2023-08-01 11:03:12
C2830524387,ashleyallen@example.org,2,M,M495352832,otherservices,414.40602640124325,1,2023-08-01 11:48:12
C5510820749,sheri48@example.net,3,F,M3697346,leisure,1388.9148351578324,1,2023-08-01 11:03:12
C5691859411,jason67@example.org,4,M,M2080407379,sportsandtoys,556.8745416671368,1,2023-08-01 11:03:12
C3484782400,markandrews@example.com,3,M,M495352832,contents,418.5220572820066,1,2023-08-01 11:02:08
C8712809990,vdavis@example.net,1,F,M1535107174,health,670.2158791213722,1,2023-08-01 11:12:51
C8846697157,aweber@example.com,5,M,M1535107174,sportsandtoys,385.2844683223976,1,2023-08-01 11:07:30
C8532924242,srodriguez@example.org,6,F,M1294758098,fashion,16.023962797430478,1,2023-08-01 11:02:08
C2007603264,markandrews@example.com,3,M,M855959430,hyper,450.6069338321246,1,2023-08-01 11:11:47
C1630551937,randy94@example.org,3,F,M78078399,hotelservices,614.4007441475643,1,2023-08-01 11:02:08
C7563269567,sheri48@example.net,3,F,M1741626453,transportation,663.7169532236289,1,2023-08-01 11:09:38
C8509166293,nwright@example.com,3,M,M1352454843,leisure,1837.752887163468,1,2023-08-01 11:04:17
C6741541033,owensjames@example.net,4,F,M1600850729,contents,1029.0194475694789,1,2023-08-01 11:06:25
C5514792287,ashleyallen@example.org,2,F,M1535107174,sportsandtoys,390.30165800186336,1,2023-08-01 11:09:38
C6654908276,jeffrey15@example.org,2,F,M1535107174,barsandrestaurants,269.1435801357509,1,2023-08-01 11:04:17
C3107412800,randy94@example.org,3,F,M855959430,leisure,684.6946203260819,1,2023-08-01 11:03:12
C3019691079,owensjames@example.net,6,F,M495352832,contents,233.4994624882924,1,2023-08-01 11:07:30
C0651438230,barnesmaxwell@example.net,4,F,M1053599405,transportation,677.4837589618772,1,2023-08-01 11:06:25
C1370282313,barnesmaxwell@example.net,5,F,M1823072687,transportation,6159.620980588823,1,2023-08-01 11:13:55
C8064544681,vdavis@example.net,2,F,M857378720,leisure,436.3163382026778,1,2023-08-01 11:10:42
C6185376505,fosterchase@example.org,3,F,M677738360,barsandrestaurants,1802.477593350332,1,2023-08-01 11:12:51
C8519649710,randy94@example.org,3,F,M1913465890,contents,479.2285153168043,1,2023-08-01 11:12:51
C1903964110,sheri48@example.net,3,F,M840466850,fashion,396.1589079237437,1,2023-08-01 11:06:25
C2056723746,nwright@example.com,3,M,M547558035,hyper,6861.059299373893,1,2023-08-01 11:15:00
C1732936588,jenniferberry@example.org,5,M,M840466850,contents,476.25441927575423,1,2023-08-01 11:12:51
C1406897121,vdavis@example.net,2,F,M348934600,transportation,942.9875481403628,1,2023-08-01 11:09:38
C3538044157,sheri48@example.net,3,F,M1535107174,barsandrestaurants,643.1357980454754,1,2023-08-01 11:10:42
C9858068455,thomastorres@example.com,2,M,M348934600,transportation,585.3354860403673,1,2023-08-01 11:00:00
C3763256293,markandrews@example.com,3,M,M78078399,contents,557.3167299585896,1,2023-08-01 11:01:04
C3763256293,markandrews@example.com,3,M,M78078399,contents,567.6872155293042,1,2023-08-01 11:53:34
C9735629924,jeffrey15@example.org,2,F,M349281107,fashion,645.7467413067764,1,2023-08-01 11:00:00
C7954680185,amanda39@example.net,1,M,M348934600,home,652.2146688609682,1,2023-08-01 11:02:08
C7755966044,owensjames@example.net,4,F,M78078399,leisure,529.2328465622977,1,2023-08-01 11:02:08
C8119115773,ashleyallen@example.org,2,F,M840466850,otherservices,661.907399257945,1,2023-08-01 11:03:12
C9902432305,owensjames@example.net,6,F,M17379832,transportation,447.3979380916804,1,2023-08-01 11:06:25
C0091933201,nwright@example.com,4,M,M1053599405,transportation,211.68537898844488,1,2023-08-01 11:10:42
C0091933201,nwright@example.com,4,M,M1053599405,transportation,191.5168507674966,1,2023-08-01 11:56:47
C9085499391,jeffrey15@example.org,2,F,M1353266412,otherservices,802.7344649858071,1,2023-08-01 11:00:00
C4595887827,jason67@example.org,4,M,M480139044,fashion,641.732096564565,1,2023-08-01 11:07:30
C9810305885,aweber@example.com,5,M,M857378720,barsandrestaurants,518.1739308915893,1,2023-08-01 11:13:55
C3826479308,aweber@example.com,5,M,M3697346,transportation,555.7746650104372,1,2023-08-01 11:12:51
C1743398753,jenniferberry@example.org,5,M,M348934600,transportation,251.42268933309012,1,2023-08-01 11:03:12
C1785523348,fosterchase@example.org,3,F,M547558035,barsandrestaurants,444.5240734495634,1,2023-08-01 11:08:34
C9148884903,jthomas@example.com,2,M,M1741626453,otherservices,580.0563757544219,1,2023-08-01 11:10:42
C9445879228,kennedykaren@example.org,3,M,M348934600,barsandrestaurants,542.9536166810667,1,2023-08-01 11:08:34
C8789061116,jeffrey15@example.org,2,F,M349281107,contents,631.6447531484401,1,2023-08-01 11:05:21
C2983260057,ashleyallen@example.org,2,F,M1535107174,otherservices,583.3337320803134,1,2023-08-01 11:15:00
C7952738357,randy94@example.org,2,F,M495352832,contents,406.3379120047404,1,2023-08-01 11:05:21
C0166529077,sheri48@example.net,3,F,M348934600,transportation,538.7847500475119,1,2023-08-01 11:00:00
C8857960328,qrangel@example.org,3,M,M1741626453,leisure,479.6066540507208,1,2023-08-01 11:11:47
C0827798898,ashleyallen@example.org,2,F,M1823072687,transportation,564.9394484535868,1,2023-08-01 11:12:51
C9203389706,owensjames@example.net,4,F,M85975013,otherservices,497.6315749646357,1,2023-08-01 11:05:21
C9976617370,ashleyallen@example.org,2,F,M348934600,wellnessandbeauty,422.0562533600541,1,2023-08-01 11:11:47
C7850475621,ashleyallen@example.org,2,F,M1823072687,food,531.2472256755198,1,2023-08-01 11:02:08
C7657536713,thomastorres@example.com,2,M,M1535107174,otherservices,6966.790338199256,1,2023-08-01 11:06:25
C3411340078,sheri48@example.net,3,F,M480139044,leisure,603.5415214483093,1,2023-08-01 11:00:00
C6235977034,ashleyallen@example.org,2,F,M1913465890,wellnessandbeauty,541.2590234596788,1,2023-08-01 11:00:00
C9751039699,osims@example.com,4,F,M50039827,transportation,1191.4335236663237,1,2023-08-01 11:00:00
C8470846110,jthomas@example.com,2,M,M17379832,otherservices,560.552361692913,1,2023-08-01 11:04:17
C8470846110,jthomas@example.com,2,M,M1823072687,transportation,551.3343575837656,1,2023-08-01 11:46:04
C5132812280,thomastorres@example.com,2,M,M1946091778,home,804.2571816301204,1,2023-08-01 11:11:47
C1159145750,jeffrey15@example.org,2,F,M857378720,leisure,605.7247491547159,1,2023-08-01 11:13:55
C7070987290,jeffrey15@example.org,2,F,M1748431652,hotelservices,553.9600301904294,1,2023-08-01 11:02:08
C5151235785,barnesmaxwell@example.net,5,F,M1353266412,fashion,884.9770222028277,1,2023-08-01 11:01:04
C7157338916,sosborne@example.com,4,M,M1788569036,otherservices,6960.602165563438,1,2023-08-01 11:03:12
C2988910750,markandrews@example.com,3,M,M50039827,hotelservices,523.5253535385673,1,2023-08-01 11:09:38
C0044731946,randy94@example.org,6,F,M1352454843,food,6822.000975925246,1,2023-08-01 11:03:12
C0044731946,randy94@example.org,6,F,M857378720,food,6799.642342881937,1,2023-08-01 11:55:42
C9367024414,markandrews@example.com,3,M,M1353266412,transportation,752.000184335795,1,2023-08-01 11:10:42
C4971222093,jthomas@example.com,1,M,M1053599405,hotelservices,328.2858535434714,1,2023-08-01 11:11:47
C1571748836,isaiahmiller@example.com,5,F,M151143676,fashion,460.8047729993518,1,2023-08-01 11:05:21
C6316213090,sheri48@example.net,3,F,M857378720,contents,553.0264360388721,1,2023-08-01 11:09:38
C5969304459,thomastorres@example.com,2,F,M1294758098,barsandrestaurants,709.1319899707138,1,2023-08-01 11:05:21
C5969304459,thomastorres@example.com,2,F,M1294758098,barsandrestaurants,689.3911773046597,1,2023-08-01 11:52:30
C0481512216,sosborne@example.com,4,M,M1352454843,otherservices,1893.6663033092964,1,2023-08-01 11:02:08
C0481512216,sosborne@example.com,4,M,M348934600,otherservices,1885.823106529703,1,2023-08-01 11:48:12
C6428604179,jason67@example.org,4,M,M480139044,leisure,363.05508913378094,1,2023-08-01 11:05:21
C5016985110,markandrews@example.com,3,M,M348934600,transportation,509.1142030928923,1,2023-08-01 11:03:12
C2567074202,jenniferberry@example.org,5,M,M677738360,otherservices,840.8547292897033,1,2023-08-01 11:06:25
C2943940781,thomastorres@example.com,2,M,M480139044,fashion,482.9655606545973,1,2023-08-01 11:01:04
C2943940781,thomastorres@example.com,2,M,M480139044,fashion,493.10545755382896,1,2023-08-01 11:51:25
C8051989864,ashleyallen@example.org,2,F,M1823072687,fashion,518.9130155695385,1,2023-08-01 11:12:51
C0490255633,osims@example.com,4,F,M1353266412,fashion,675.0499784190182,1,2023-08-01 11:07:30
C3752691286,owensjames@example.net,4,F,M1353266412,tech,604.6498661955485,1,2023-08-01 11:00:00
C9930370428,randy94@example.org,3,F,M348934600,transportation,1131.3393342384236,1,2023-08-01 11:02:08
C6557247384,thomastorres@example.com,2,M,M857378720,contents,6232.3972903394815,1,2023-08-01 11:04:17
C0571902299,randy94@example.org,1,F,M1872033263,tech,660.8553031605934,1,2023-08-01 11:09:38
C6027868606,barnesmaxwell@example.net,4,F,M1353266412,leisure,6987.117040087132,1,2023-08-01 11:09:38
C7954654741,sheri48@example.net,3,F,M78078399,barsandrestaurants,612.8453868633527,1,2023-08-01 11:08:34
C5242204972,fosterchase@example.org,3,F,M151143676,tech,2788.620916986403,1,2023-08-01 11:05:21
C5743294010,nwright@example.com,4,M,M3697346,otherservices,627.0608474349203,1,2023-08-01 11:15:00
C6664447732,owensjames@example.net,2,F,M50039827,contents,417.3953906661452,1,2023-08-01 11:15:00
C3695426447,sheri48@example.net,3,F,M78078399,barsandrestaurants,587.3835835504653,1,2023-08-01 11:06:25
C8929261101,randy94@example.org,3,F,M495352832,leisure,902.6420749296876,1,2023-08-01 11:04:17
C8695540058,ashleyallen@example.org,2,M,M547558035,transportation,332.0507922582844,1,2023-08-01 11:07:30
C4591320076,jeffrey15@example.org,2,F,M1888755466,transportation,457.6051178193817,1,2023-08-01 11:03:12
C1078632175,randy94@example.org,2,F,M3697346,leisure,275.6350643781713,1,2023-08-01 11:08:34
C8373383813,jenniferberry@example.org,5,M,M855959430,otherservices,717.8336458439853,1,2023-08-01 11:00:00
C5221470759,markandrews@example.com,3,M,M2080407379,tech,690.5292373514291,1,2023-08-01 11:01:04
C6342822690,barnesmaxwell@example.net,4,F,M1353266412,barsandrestaurants,988.7164687767844,1,2023-08-01 11:01:04
C5170638745,randy94@example.org,3,F,M1823072687,otherservices,532.0498980151579,1,2023-08-01 11:00:00
C2172420903,sheri48@example.net,1,F,M3697346,sportsandtoys,461.1255853264028,1,2023-08-01 11:08:34
C2665866949,ashleyallen@example.org,2,F,M349281107,hyper,531.3150217215979,1,2023-08-01 11:11:47
C1473944920,owensjames@example.net,6,F,M1353266412,contents,262.8284631244792,1,2023-08-01 11:08:34
C7326853074,aweber@example.com,5,M,M348934600,fashion,439.05373828270416,1,2023-08-01 11:03:12
C7689904655,vdavis@example.net,1,F,M1872033263,sportsandtoys,372.2967525746785,1,2023-08-01 11:09:38
C2090805133,owensjames@example.net,6,F,M1888755466,tech,488.42224423307135,1,2023-08-01 11:08:34
C3531032121,thomastorres@example.com,2,F,M1400236507,barsandrestaurants,488.1938110755439,1,2023-08-01 11:00:00
C7593473298,owensjames@example.net,4,F,M480139044,sportsandtoys,632.8354693218379,1,2023-08-01 11:05:21
C1418112706,owensjames@example.net,4,F,M1400236507,leisure,6850.154862203332,1,2023-08-01 11:13:55
C8432373927,jthomas@example.com,1,M,M1823072687,transportation,506.97003124648967,1,2023-08-01 11:01:04
C8432373927,jthomas@example.com,1,M,M1823072687,transportation,485.7498175022765,1,2023-08-01 11:51:25
C4283125897,barnesmaxwell@example.net,4,F,M2122776122,fashion,540.5566851624955,1,2023-08-01 11:06:25
C4283125897,barnesmaxwell@example.net,4,F,M2122776122,fashion,562.6929923378173,1,2023-08-01 11:29:27
C4283125897,barnesmaxwell@example.net,4,F,M2122776122,fashion,567.4144403704055,1,2023-08-01 11:52:30
C0593741550,markandrews@example.com,3,M,M857378720,barsandrestaurants,6887.597987194621,1,2023-08-01 11:03:12
C8714621377,markandrews@example.com,3,M,M480139044,otherservices,692.4936803913474,1,2023-08-01 11:00:00
C0615051054,barnesmaxwell@example.net,1,F,M480139044,fashion,363.2783901152237,1,2023-08-01 11:13:55
C3948103586,markandrews@example.com,3,M,M78078399,fashion,578.4974259469509,1,2023-08-01 11:00:00
C4014901386,ashleyallen@example.org,2,F,M349281107,barsandrestaurants,6704.765651188549,1,2023-08-01 11:11:47
C2432379963,amanda39@example.net,1,M,M1352454843,wellnessandbeauty,1030.4168364738052,1,2023-08-01 11:13:55
C0198884361,sheri48@example.net,3,F,M857378720,otherservices,3599.251003574232,1,2023-08-01 11:04:17
C6254999241,jenniferberry@example.org,5,M,M348934600,transportation,331.7119403322959,1,2023-08-01 11:10:42
C8022569365,barnesmaxwell@example.net,5,F,M151143676,leisure,345.865096286196,1,2023-08-01 11:06:25
C5903665697,ashleyallen@example.org,2,F,M1053599405,barsandrestaurants,192.05064840206023,1,2023-08-01 11:02:08
C7700488583,ashleyallen@example.org,2,F,M495352832,tech,203.6863693429217,1,2023-08-01 11:10:42
C6904530229,sheri48@example.net,3,F,M349281107,wellnessandbeauty,641.3995828760411,1,2023-08-01 11:12:51
C6904530229,sheri48@example.net,3,F,M857378720,transportation,599.6991125354986,1,2023-08-01 11:52:30
C1442926100,amanda39@example.net,1,M,M1294758098,fashion,611.064470440221,1,2023-08-01 11:08:34
C4802947874,ashleyallen@example.org,2,F,M151143676,contents,437.8298169300387,1,2023-08-01 11:02:08
C9033874084,nwright@example.com,3,M,M692898500,fashion,361.90099103674703,1,2023-08-01 11:04:17
C0378398260,jthomas@example.com,1,M,M1352454843,leisure,571.0011129489185,1,2023-08-01 11:06:25
C0378398260,jthomas@example.com,1,M,M1352454843,leisure,564.0255618581946,1,2023-08-01 11:49:17
C0673689216,qrangel@example.org,3,M,M1400236507,leisure,266.4265547947805,1,2023-08-01 11:02:08
C1140871292,ashleyallen@example.org,2,M,M17379832,wellnessandbeauty,532.0899803103789,1,2023-08-01 11:06:25
C3265848345,randy94@example.org,2,F,M855959430,hyper,686.2553663951825,1,2023-08-01 11:09:38
C5251949194,barnesmaxwell@example.net,4,F,M692898500,fashion,6634.175237875861,1,2023-08-01 11:08:34
C6977936355,randy94@example.org,3,F,M78078399,leisure,240.02884785109788,1,2023-08-01 11:13:55
C4596908540,isaiahmiller@example.com,5,F,M151143676,sportsandtoys,720.851006129429,1,2023-08-01 11:07:30
C5378904532,barnesmaxwell@example.net,4,F,M1053599405,fashion,6857.665904546728,1,2023-08-01 11:13:55
C6577845343,thomastorres@example.com,2,M,M1400236507,sportsandtoys,477.3336645845936,1,2023-08-01 11:07:30
C3818539867,sheri48@example.net,3,F,M17379832,travel,700.8419346194305,1,2023-08-01 11:02:08
C5744682107,owensjames@example.net,6,F,M2080407379,travel,576.7037817271294,1,2023-08-01 11:07:30
C9648249225,owensjames@example.net,4,F,M1872033263,food,632.92230574119,1,2023-08-01 11:05:21
C9648249225,owensjames@example.net,4,F,M1400236507,food,623.5655275907139,1,2023-08-01 11:45:00
C5258156823,fosterchase@example.org,4,F,M1353266412,leisure,567.580363623222,1,2023-08-01 11:08:34
C4364501091,jeffrey15@example.org,5,F,M692898500,food,792.2914104452557,1,2023-08-01 11:04:17
C1539830350,howardbruce@example.net,2,F,M1741626453,fashion,521.7735878755964,1,2023-08-01 11:06:25
C5784660344,ashleyallen@example.org,2,F,M2080407379,leisure,530.6038560815491,1,2023-08-01 11:12:51
C6149763702,nwright@example.com,4,M,M857378720,barsandrestaurants,1008.9165085588924,1,2023-08-01 11:01:04
C9683869546,markandrews@example.com,3,M,M1400236507,barsandrestaurants,518.1498096639914,1,2023-08-01 11:04:17
C1512646115,ashleyallen@example.org,2,M,M1741626453,transportation,6899.001271880608,1,2023-08-01 11:02:08
C4419837195,thomastorres@example.com,2,F,M855959430,tech,491.9466121939168,1,2023-08-01 11:10:42
C4419837195,thomastorres@example.com,2,F,M857378720,tech,483.2842174676928,1,2023-08-01 11:57:51
C5283776871,randy94@example.org,3,F,M547558035,contents,462.8706278387028,1,2023-08-01 11:15:00
C5283776871,randy94@example.org,3,F,M547558035,barsandrestaurants,391.9480600898166,1,2023-08-01 11:56:47
C1136479227,gregoryhuffman@example.com,2,M,M1353266412,fashion,614.7301785304375,1,2023-08-01 11:07:30
C4097214895,aweber@example.com,5,M,M2080407379,leisure,672.8225626765227,1,2023-08-01 11:02:08
C9276670455,thomastorres@example.com,2,M,M1649169323,otherservices,6878.868360961688,1,2023-08-01 11:05:21
C4253727936,randy94@example.org,1,F,M1748431652,otherservices,1959.4928254931765,1,2023-08-01 11:15:00
C6356119083,jthomas@example.com,1,M,M840466850,barsandrestaurants,645.4893626761315,1,2023-08-01 11:06:25
C6810967999,ashleyallen@example.org,2,F,M348934600,transportation,576.7883599890042,1,2023-08-01 11:15:00
C0479639367,markandrews@example.com,3,M,M1400236507,fashion,723.7418582743862,1,2023-08-01 11:02:08
C0878130636,aweber@example.com,5,M,M857378720,barsandrestaurants,505.0687139724123,1,2023-08-01 11:02:08
C1748845394,randy94@example.org,3,F,M857378720,contents,1145.5855365447385,1,2023-08-01 11:10:42
C1748845394,randy94@example.org,3,F,M2122776122,contents,1181.012332195893,1,2023-08-01 11:50:21
